うどん(ゆで),105,0
そば(ゆで),132,0
中華めん(ゆで),149,0
デニッシュパン,396,0
カップ焼きそば,436,0
インスタントラーメン,445,0
カップ麺(ラーメン),448,0
クロワッサン,448,0
,,
こんにゃく,5,
たまご(生),151,
ごはん(精白米),168,
アイスクリーム,200,
さんま,310,
フライドポテト,388,
カップ麺(ラーメン),448,0
ポテトチップス,554,
こってりラーメン,799,
