ID,CardNum,time,Distance,cal,TotalTime,TotalDist,TotalCal,Device,count,height,weight,age,gender
85077088214490928,30,"2018-10-03 21:09:46",1.1,69.49019124348595,3.0088763991666636,10.65,20244.27342260698,1,9,1.7,60,55,Unisex
85077088214490928,30,"2018-10-03 20:45:02",0,0,2.5964677408333303,9.55,20174.783231363494,3,8,1.7,60,55,Unisex
85077088214490928,30,"2018-10-02 17:47:05",0,0,2.59646774083333,9.55,20174.783231363494,2,8,1.7,60,55,Unisex
85077088214490928,30,"2018-10-02 15:58:30",1,53.18981090573491,2.5964677408333303,9.55,20174.783231363494,2,8,1.7,60,55,Unisex
85077088214490928,30,"2018-10-02 15:50:10",0,0,2.457532064999997,8.55,20121.593420457757,2,7,1.7,60,55,Unisex
85077088214490928,30,"2018-10-02 10:21:46",1,59.944067092035944,2.457532064999997,8.55,20121.593420457757,2,7,1.7,60,55,Unisex
85077088214490928,30,"2018-10-01 17:40:35",0,0,2.1043189847222195,7.550000000000001,20061.64935336572,2,6,1.7,60,55,Unisex
